_id,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.WiFi,attributes.BikeParking,attributes.BusinessParking,attributes.BusinessAcceptsCreditCards,attributes.RestaurantsReservations,attributes.Caters,attributes.OutdoorSeating,attributes.RestaurantsGoodForGroups,attributes.RestaurantsPriceRange2,attributes.Ambience,attributes.HasTV,attributes.Alcohol,attributes.RestaurantsTakeOut,attributes.NoiseLevel,attributes.RestaurantsAttire,attributes.RestaurantsDelivery,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday,attributes.GoodForKids,attributes.ByAppointmentOnly
63bc8fa899903bc4b31f757d,rYs_1pNB_RMtn5WQh55QDA,Chautauqua General Store,100 Clematis Dr,Boulder,CO,80302,39.9984488,-105.281006,3.5,5,1,"Food, Shopping, Convenience Stores, Souvenir Shops",,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,False,,,,,,,True,,,False,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,,
63bc8fa899903bc4b31f757e,hCABMnKtwo4Y9alQDxh2kw,Star Kreations Salon and Spa,"124 Newbury St, Unit C",Peabody,MA,01960,42.5342478,-70.9909475,4.0,8,1,"Wigs, Hair Extensions, Hair Salons, Blow Dry/Out Services, Hair Stylists, Beauty & Spas, Shopping",u'free',True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,2,,,,,,,,10:0-15:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,7:0-16:0,,True,False
63bc8fa899903bc4b31f757f,HPA_qyMEddpAEtFof02ixg,Mr G's Pizza & Subs,474 Lowell St,Peabody,MA,01960,42.541155,-70.973438,4.0,39,1,"Food, Pizza, Restaurants",u'free',True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,True,True,2,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,u'none',True,'average',u'casual',True,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,,True,
63bc8fa899903bc4b31f7580,ufCxltuh56FF4-ZFZ6cVhg,Sister Honey's,247 E Michigan St,Orlando,FL,32806,28.5132647,-81.3747072,4.5,135,1,"Restaurants, American (New), Bakeries, Desserts, Food, Cupcakes",,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,True,,,1,,,,True,u'quiet',,False,,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,,,
63bc8fa899903bc4b31f7581,i_t_30RYVUDdZzFIcw80NQ,Uncle Sam's Pawn Shop,225 E Main St,Columbus,OH,43215,39.9566155,-82.9933017,4.0,5,0,"Books, Mags, Music & Video, Musical Instruments & Teachers, Pawn Shops, Shopping, Videos & Video Game Rental, Jewelry",,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,,,,2,,,,,,,,,9:0-17:30,9:0-17:30,9:0-17:30,9:0-17:30,9:0-17:30,,,False
63bc8fa899903bc4b31f7582,g7CEhqBIpwTg6ERcMkCmrQ,Finish Line Car Wash,5510 Memorial Dr,Stone Mountain,GA,30083,33.8006868,-84.21282,2.5,11,1,"Oil Change Stations, Smog Check Stations, Automotive, Car Wash",,,,True,,,,,,,,,,,,,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:30,8:0-18:30,9:0-17:0,,
63bc8fa899903bc4b31f7583,GfWJ19Js7wX9rwaHQ7KbGw,Everything POP Shopping & Dining,1050 Century Dr,Orlando,FL,32830,28.3504984,-81.542819,3.0,7,1,"Restaurants, American (New), Food Court, Flowers & Gifts, Hotels & Travel, Gift Shops, Resorts, Shopping",u'free',True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,,True,2,,False,,None,,u'casual',None,0:0-0:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,True,
63bc8fa899903bc4b31f7584,MUeUyqhMja-nnmvgP4rBBg,Saratoga Resort Villas,4787 W Irlo Bronson Hwy,Kissimmee,FL,34746,28.330255,-81.469464,3.5,55,0,"Hotels, Vacation Rentals, Hotels & Travel, Event Planning & Services",'free',,,True,,,,,2,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,
63bc8fa899903bc4b31f7585,6fT0lYr_UgWSCZs_w1PBTQ,Salter School,2 Florence St,Malden,MA,02148,42.427889,-71.073475,2.0,5,1,"Specialty Schools, Massage Schools, Middle Schools & High Schools, Vocational & Technical School, Adult Education, Education, Elementary Schools",,,,,,,,,,,,,,,,,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-17:0,9:0-13:0,,,
63bc8fa899903bc4b31f7586,dmbbf3AqeG61_QHRZi1M1w,RaceTrac,350 W Sand Lake Rd,Pine Castle,FL,32809,28.4503025,-81.3805873,3.5,5,1,"Automotive, American (Traditional), Gas Stations, Restaurants, Food, Beer, Wine & Spirits",,False,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,,False,True,1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,'none',True,,'casual',True,,,,,,,,True,
63bc8fa899903bc4b31f7587,DLbEQySMW3X7KvkybpEYkw,Jasmine Nail Spa,"4370 SE King Rd, Ste 125",Portland,OR,97222,45.4475976,-122.6174267,3.0,7,0,"Nail Salons, Beauty & Spas",,,,,,,,,1,,,,,,,,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,9:30-16:0,,,False
63bc8fa899903bc4b31f7588,AvT2mGkdYwU0ghqDfs-OlQ,Tire Town Auto Service,2032 Hastings Street E,Vancouver,BC,V5L 1T8,49.2810588,-123.0630193,4.0,6,0,"Auto Repair, Automotive, Tires",,,,,,,,,,,,,,,,,9:0-17:30,9:0-17:30,9:0-17:30,9:0-17:30,9:0-17:30,9:0-17:0,,,
63bc8fa899903bc4b31f7589,ynTjh_FdhbG5hY69HsEoaA,Cascade Restaurant,"Hyatt Regency Grand Cypress, 1 Grand Cypress Blvd",Orlando,FL,32836,28.3819454,-81.510327,3.5,18,0,"Hotels, American (Traditional), Restaurants, Event Planning & Services, Hotels & Travel",'free',True,"{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}",True,True,True,True,True,2,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,'full_bar',True,u'average',u'casual',False,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,True,
63bc8fa899903bc4b31f758a,j68RDnvOaYEwGcY9cTEHpA,Pittock Mansion,3229 NW Pittock Dr,Portland,OR,97210,45.5252593,-122.7162265,4.5,406,1,"Tours, Museums, Architectural Tours, Venues & Event Spaces, Landmarks & Historical Buildings, Hotels & Travel, Arts & Entertainment, Community Service/Non-Profit, Local Services, Event Planning & Services, Public Services & Government, Historical Tours",,,,True,,,,,,,,,,,u'casual',,0:0-0:0,,,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,True,False
63bc8fa899903bc4b31f758b,nTIhpR7MhsALPwg_Hh14EA,DoubleTree by Hilton Hotel Austin,6505 N Interstate 35,Austin,TX,78752,30.3263767015,-97.7045434713,3.0,139,1,"Hotels, Hotels & Travel, Event Planning & Services",u'free',,,True,,,,,2,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,
63bc8fa899903bc4b31f758c,Y2ojrodkbEheGttZF8wYEQ,Wolf Camera and Image,3141 Piedmont Rd NE,Atlanta,GA,30305,33.8428078,-84.370455,3.5,15,0,"Shopping, Photography Stores & Services",,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,2,,,,,,,,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,12:0-18:0,,
63bc8fa899903bc4b31f758d,hcRxdDg7DYryCxCoI8ySQA,Longwood Galleria,340-350 Longwood Ave,Boston,MA,02215,42.338544,-71.106842,2.5,24,1,"Restaurants, Shopping, Shopping Centers",'free',True,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,False,True,1,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,'full_bar',None,u'average',u'casual',None,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-20:0,True,
63bc8fa899903bc4b31f758e,8XyEpVdAO0o6iVkVxkWosQ,PS Property Management Company,"2506 S Lamar Blvd, Ste 2",Austin,TX,78704,30.2464652,-97.7787377,4.5,9,1,"Home Services, Real Estate, Property Management",,,,True,,,,,,,,,,,,,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,,,
63bc8fa899903bc4b31f758f,arEXRZYu8220bFBJ3VAh3A,Blake's On The Park,227 10th St NE,Atlanta,GA,30309,33.7814748,-84.379955,3.5,170,1,"Nightlife, Bars, Gay Bars, Sports Bars",'free',True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,False,,True,False,2,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': None}",True,'full_bar',,u'very_loud',,,15:0-3:0,15:0-3:0,15:0-3:0,15:0-3:0,13:0-3:0,13:0-3:0,13:0-0:0,,
63bc8fa899903bc4b31f7590,jGennaZUr2MsJyRhijNBfA,Legal Sea Foods,1 Harborside Dr,Boston,MA,02128,42.3634422,-71.0257812,3.5,856,1,"Sandwiches, Food, Restaurants, Breakfast & Brunch, Seafood, Italian, Beer, Wine & Spirits, Cocktail Bars, Gluten-Free, Nightlife, Bars, Salad",u'free',False,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,False,False,2,"{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,u'full_bar',True,u'average',u'casual',False,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,True,
63bc8fa899903bc4b31f7591,XlLPnkHkm0Q7NLQrAJ6DRQ,"Nancy Wilde, LMT",,Needham,MA,02494,42.296206,-71.223289,4.5,8,1,"Health & Medical, Beauty & Spas, Massage Therapy, Massage, Chiropractors",,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,2,,,,,,,,9:0-17:0,9:0-17:0,9:0-17:0,13:0-21:0,,9:0-18:0,,,True
63bc8fa899903bc4b31f7592,_bZOUUc6Sr_W3BxbOUJacw,Prince of Peace,14175 NW Cornell Rd,Portland,OR,97229,45.5309581,-122.8237802,3.5,5,1,"Education, Preschools",,,,,,,,,,,,,,,,,8:0-15:30,8:0-15:30,8:0-15:30,8:0-15:30,8:0-15:30,,,,
63bc8fa899903bc4b31f7593,uMGsjQGT35rX4AAt1Hp9og,Laurelhurst Chiropractic,"2705 E Burnside St, Ste 213",Portland,OR,97214,45.5231031,-122.638005,4.5,25,1,"Acupuncture, Prenatal/Perinatal Care, Health & Medical, Massage Therapy, Chiropractors",u'no',,,True,,,,,,,,,,,,,0:0-0:0,9:0-18:0,9:0-18:0,9:0-18:0,,,,,True
63bc8fa899903bc4b31f7594,QciD6FbNklaJvUbLExD4Nw,ARGO,"3790 Canada Way, Unit 108",Burnaby,BC,V5G 1G4,49.2544359,-123.0200503,4.0,76,1,"Food Delivery Services, Food, Restaurants, Mediterranean, Greek, Pizza",u'free',True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,True,True,False,False,2,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,u'none',True,u'average','casual',True,0:0-0:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,,True,
63bc8fa899903bc4b31f7595,vOMGjOSKtAKWWW-F_-tiAQ,Brewer/Burroughs Tot Lot,Brewer St,Jamaica Plain,MA,02130,42.3117363718,-71.1159342198,4.5,8,1,"Playgrounds, Active Life",,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,,,,,,True,
63bc8fa899903bc4b31f7596,iPD8BBvea6YldQZPHzVrSQ,Espresso Minute,334 Mass Ave,Boston,MA,02115,42.3426726,-71.0842392,4.5,7,0,"Creperies, Restaurants, Food, Coffee & Tea, Breakfast & Brunch",,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,True,True,1,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,'none',True,'quiet','casual',False,,8:0-20:0,8:0-20:0,8:0-20:0,8:0-21:0,8:0-21:0,9:0-16:0,True,
63bc8fa899903bc4b31f7597,jx91IMdGOmLOo8h_F9z39g,Cleary's Restaurant & Spirits,12429 NE Glisan St,Portland,OR,97230,45.5264727,-122.535323,3.5,19,1,"Nightlife, Sandwiches, Seafood, Restaurants",u'no',True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,,False,True,2,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,u'full_bar',True,u'average','casual',False,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-0:0,7:0-0:0,7:0-23:0,True,
63bc8fa899903bc4b31f7598,NVfOn7TdnHbaGH97CVB_Qg,McKinley Chiropractic,"5625 Eiger Rd, Ste 160",Austin,TX,78735,30.244902,-97.857409,5.0,5,1,"Chiropractors, Health & Medical",,,,True,,,,,,,,,,,,,9:0-17:45,12:0-17:45,9:0-17:45,12:0-17:45,9:0-12:45,,,,True
63bc8fa899903bc4b31f7599,Xw8tuI30T-xihpzwBV-zJg,El Pollo Rey,1725 E Riverside Dr,Austin,TX,78741,30.243493,-97.730141,5.0,11,0,"Food Trucks, Restaurants, Specialty Food, Food, Mexican, Ethnic Food",'no',True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,,True,True,1,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",False,,True,'loud',u'casual',False,,,,,,,,True,
63bc8fa899903bc4b31f759a,s8eTWEtW5WcnL2kUxrOVmw,Austin Regional Clinic: ARC Quarry Lake,"4515 Seton Center Pkwy, Ste 220",Austin,TX,78759,30.4016572,-97.7429434,3.5,48,1,"Diagnostic Services, Doctors, Internal Medicine, Pediatricians, Laboratory Testing, Health & Medical, Family Practice, Surgeons",,,,True,,,,,,,,,,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,,,True
63bc8fa899903bc4b31f759b,OmdMTKZe3j4oUkDrpru9VA,"Pickens, Jewelers",480 E Paces Ferry Rd NE,Atlanta,GA,30305,33.8386563953,-84.3721918693,4.0,9,1,"Local Services, Shopping, Jewelry, Jewelry Repair, Watch Repair",,False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,1,,,,,,,,0:0-0:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,,,False
63bc8fa899903bc4b31f759c,NRPemqVb4qpWFF0Avq_6OQ,Eurasia Sushi Bar & Seafood,"7101 W Hwy 71, Ste C-13",Austin,TX,78735,30.2345329,-97.8772622,4.5,395,1,"Bars, Nightlife, Cocktail Bars, Seafood, Restaurants, Sushi Bars",u'free',False,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,None,True,2,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}",True,u'full_bar',True,u'average','casual',True,0:0-0:0,11:0-22:0,11:0-22:0,16:30-22:0,11:0-22:0,11:0-22:0,11:0-22:0,True,False
63bc8fa899903bc4b31f759d,TRToVIbaVtu1KOE8DR9gCw,Texas Roadhouse,2457 S Highway 27,Clermont,FL,34711,28.538452,-81.737625,3.5,102,1,"Steakhouses, Restaurants, Salad, Barbeque, American (Traditional), Food",'no',True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,False,True,2,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,'full_bar',True,'loud','casual',False,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,True,
63bc8fa899903bc4b31f759e,Yyym58vWvlRPuMCOICWRBw,Shirley's Tape And Shears,102 E 9th St,Vancouver,WA,98660,45.6282350755,-122.6712514978,4.5,27,1,"Local Services, Sewing & Alterations",,,,False,,,,,,,,,,,,,7:0-17:45,7:0-17:45,7:0-17:45,7:0-17:45,7:0-17:45,7:0-17:45,7:0-17:45,,True
63bc8fa899903bc4b31f759f,BFd5KnVmxkFH3WjbydJI3Q,Sam's Club,355 State Rd 436,Fern Park,FL,32730,28.6556946543,-81.3372572944,3.0,21,0,"Convenience Stores, Bakeries, Food, Grocery",,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,False,,,2,,,,True,,,,,,,,,,,,
63bc8fa899903bc4b31f75a0,J0qv-BVQKQwImRZQ1_ZKdQ,USA Performance Auto,12841 Whitaker Way,Portland,OR,97230,45.5606413,-122.5298052,4.5,10,1,"Oil Change Stations, Auto Repair, Tires, Automotive",u'free',,,True,,,,,,,,,,,,,8:0-17:30,8:0-17:30,8:0-17:30,8:0-17:30,8:0-17:30,,,,True
63bc8fa899903bc4b31f75a1,D2VwAQBBxfm_l9rYesXaxQ,The Daily Stroll,417 Harvard St,Brookline,MA,02446,42.3454531,-71.1269562,4.0,32,1,"Pet Services, Pet Groomers, Pet Stores, Pet Sitting, Pets, Dog Walkers",,,,,,,,,,,,,,,,,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,9:0-17:0,,,
63bc8fa899903bc4b31f75a2,Xi2GGNzOiUS8r6WCFvu-fw,Kerala Kitchen,103- 9386 120 Street,Surrey,BC,V3V 4B9,49.173723,-122.889641,4.0,9,1,"Indian, Restaurants",,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,,,,2,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,True,,,True,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,,
63bc8fa899903bc4b31f75a3,0b9OJG4DWUqhdLotm_La7Q,Mid Century Modern Home,1041 Kingsway,Vancouver,BC,V5V 3C7,49.2537415,-123.0828385,3.5,9,1,"Home & Garden, Furniture Stores, Shopping, Antiques",,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,3,,,,,,,,11:0-18:0,,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,,
63bc8fa899903bc4b31f75a4,1bT6-v29xAoA0ELXF1Ncjw,MARTA - Doraville Station,6000 New Peachtree Rd,Doraville,GA,30340,33.9029591832,-84.280138649,3.0,23,1,"Train Stations, Trains, Hotels & Travel, Transportation, Public Transportation",,,,,,,,,,,,,,,,,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,8:0-17:0,8:0-17:0,,
63bc8fa899903bc4b31f75a5,5PsApTz-WqhF_-8mfqGtGw,Cafe Yumm!,301 SW Morrison St,Portland,OR,97204,45.5184501881,-122.6757229865,3.5,158,1,"Vegetarian, Vegan, Sandwiches, Soup, American (New), Fast Food, Restaurants, Wraps, American (Traditional)",u'no',True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,True,True,1,"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,u'beer_and_wine',True,u'average',u'casual',None,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-16:0,10:0-16:0,True,
63bc8fa899903bc4b31f75a6,w4qVflIAbdklzG3mnKmQsg,Magical Pizza Express,"3262 Vineland Rd, Ste 106",Orlando,FL,32811,28.5205,-81.44395,1.0,8,1,"Italian, Restaurants",,,,,,,,,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,u'none',,,u'casual',,,,,,,,,,
63bc8fa899903bc4b31f75a7,Of6xu3pY3eHe2yhiyz2dvg,Taco Bell,3255 28th Street,Boulder,CO,80301,40.0336776766,-105.2591028437,1.5,44,1,"Restaurants, Tex-Mex, Tacos, Fast Food, Breakfast & Brunch, Mexican",u'no',True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,False,True,1,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,u'none',True,u'loud',u'casual',True,7:0-0:0,7:0-0:0,7:0-0:0,7:0-0:0,7:0-2:0,7:0-2:0,7:0-0:0,True,
